,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,img_number,ID,color_id,frame,track,batch,pass,environment,bee_range,filepath,background,reID,color_num
228,228,228,228,228,228,228,99,white-green,6369,21,2,2.0,outside,97-128,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-outside-97-128_batch_2_pass_2.mp4.mp4.track000021.frame006369.jpg,blue,99,49
229,229,229,229,229,229,229,99,white-green,6125,19,2,2.0,outside,97-128,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-outside-97-128_batch_2_pass_2.mp4.mp4.track000019.frame006125.jpg,blue,99,49
230,230,230,230,230,230,230,99,white-green,5541,15,2,2.0,outside,97-128,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-outside-97-128_batch_2_pass_2.mp4.mp4.track000015.frame005541.jpg,white,99,49
231,231,231,231,231,231,231,99,white-green,5862,17,2,2.0,outside,97-128,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-outside-97-128_batch_2_pass_2.mp4.mp4.track000017.frame005862.jpg,white,99,49
232,232,232,232,232,232,232,103,white-lillac,11420,41,2,2.0,outside,97-128,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-outside-97-128_batch_2_pass_2.mp4.mp4.track000041.frame011420.jpg,blue,103,50
233,233,233,233,233,233,233,103,white-lillac,12706,130,2,1.0,outside,97-128,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-outside-97-128_batch_2_pass_1.mp4.mp4.track000130.frame012706.jpg,blue,103,50
234,234,234,234,234,234,234,103,white-lillac,12687,130,2,1.0,outside,97-128,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-outside-97-128_batch_2_pass_1.mp4.mp4.track000130.frame012687.jpg,blue,103,50
235,235,235,235,235,235,235,103,white-lillac,11430,41,2,2.0,outside,97-128,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-outside-97-128_batch_2_pass_2.mp4.mp4.track000041.frame011430.jpg,blue,103,50
236,236,236,236,236,236,236,102,white-orange,10148,35,2,2.0,outside,97-128,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-outside-97-128_batch_2_pass_2.mp4.mp4.track000035.frame010148.jpg,blue,102,51
237,237,237,237,237,237,237,102,white-orange,10250,35,2,2.0,outside,97-128,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-outside-97-128_batch_2_pass_2.mp4.mp4.track000035.frame010250.jpg,blue,102,51
238,238,238,238,238,238,238,102,white-orange,10330,98,2,1.0,outside,97-128,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-outside-97-128_batch_2_pass_1.mp4.mp4.track000098.frame010330.jpg,white,102,51
239,239,239,239,239,239,239,102,white-orange,10012,93,2,1.0,outside,97-128,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-outside-97-128_batch_2_pass_1.mp4.mp4.track000093.frame010012.jpg,white,102,51
240,240,240,240,240,240,240,66,yellow-blue,2208,25,2,1.0,outside,65-96,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000025.frame002208.jpg,blue,66,56
241,241,241,241,241,241,241,66,yellow-blue,5595,18,2,2.0,outside,65-96,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-outside-65-96_batch_2_pass_2.mp4.mp4.track000018.frame005595.jpg,blue,66,56
242,242,242,242,242,242,242,66,yellow-blue,1759,21,2,1.0,outside,65-96,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000021.frame001759.jpg,white,66,56
243,243,243,243,243,243,243,66,yellow-blue,1785,21,2,1.0,outside,65-96,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000021.frame001785.jpg,white,66,56
244,244,244,244,244,244,244,67,yellow-green,7064,39,2,2.0,outside,65-96,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-outside-65-96_batch_2_pass_2.mp4.mp4.track000039.frame007064.jpg,blue,67,57
245,245,245,245,245,245,245,67,yellow-green,2964,33,2,1.0,outside,65-96,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000033.frame002964.jpg,blue,67,57
246,246,246,246,246,246,246,67,yellow-green,6279,32,2,2.0,outside,65-96,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-outside-65-96_batch_2_pass_2.mp4.mp4.track000032.frame006279.jpg,white,67,57
247,247,247,247,247,247,247,67,yellow-green,2830,32,2,1.0,outside,65-96,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000032.frame002830.jpg,white,67,57
248,248,248,248,248,248,248,71,yellow-lillac,64110,619,2,2.0,outside,65-96,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-outside-65-96_batch_2_pass_2.mp4.mp4.track000619.frame064110.jpg,blue,71,58
249,249,249,249,249,249,249,71,yellow-lillac,64178,619,2,2.0,outside,65-96,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-outside-65-96_batch_2_pass_2.mp4.mp4.track000619.frame064178.jpg,blue,71,58
250,250,250,250,250,250,250,71,yellow-lillac,8086,41,2,,in-lab,65-96,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-in-lab-65-96_batch_2.mp4.mp4.track000041.frame008086.jpg,white,71,58
251,251,251,251,251,251,251,71,yellow-lillac,62660,601,2,2.0,outside,65-96,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-outside-65-96_batch_2_pass_2.mp4.mp4.track000601.frame062660.jpg,white,71,58
252,252,252,252,252,252,252,70,yellow-orange,6776,38,2,,in-lab,65-96,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-in-lab-65-96_batch_2.mp4.mp4.track000038.frame006776.jpg,blue,70,59
253,253,253,253,253,253,253,70,yellow-orange,7138,38,2,,in-lab,65-96,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-in-lab-65-96_batch_2.mp4.mp4.track000038.frame007138.jpg,blue,70,59
254,254,254,254,254,254,254,70,yellow-orange,13414,98,2,2.0,outside,65-96,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-outside-65-96_batch_2_pass_2.mp4.mp4.track000098.frame013414.jpg,white,70,59
255,255,255,255,255,255,255,70,yellow-orange,13071,98,2,2.0,outside,65-96,/home/gsantiago/summer_bee_data/summer_bee_data/images/young-adults-white-blue-outside-65-96_batch_2_pass_2.mp4.mp4.track000098.frame013071.jpg,white,70,59
