img_number,color_id,frame,track,batch,pass,environment,bee_range,filepath
8103,white-yellow,5299,53,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000053.frame005299.jpg
8104,white-yellow,5300,53,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000053.frame005300.jpg
8105,white-yellow,5303,53,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000053.frame005303.jpg
8106,white-yellow,5305,53,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000053.frame005305.jpg
8107,white-yellow,5306,53,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000053.frame005306.jpg
8108,white-yellow,5307,53,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000053.frame005307.jpg
8109,white-yellow,5309,53,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000053.frame005309.jpg
8110,white-yellow,5310,53,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000053.frame005310.jpg
8111,white-yellow,5311,53,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000053.frame005311.jpg
8112,white-yellow,5312,53,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000053.frame005312.jpg
8113,white-yellow,5315,53,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000053.frame005315.jpg
8114,white-yellow,5317,53,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000053.frame005317.jpg
8115,white-yellow,5318,53,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000053.frame005318.jpg
8116,white-yellow,5319,53,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000053.frame005319.jpg
8117,white-yellow,5320,53,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000053.frame005320.jpg
8118,white-yellow,5333,53,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000053.frame005333.jpg
8119,white-yellow,5462,55,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000055.frame005462.jpg
8120,white-yellow,5463,55,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000055.frame005463.jpg
8121,white-yellow,5464,55,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000055.frame005464.jpg
8122,white-yellow,5465,55,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000055.frame005465.jpg
8123,white-yellow,5468,55,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000055.frame005468.jpg
8124,white-yellow,5474,55,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000055.frame005474.jpg
8125,white-yellow,5475,55,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000055.frame005475.jpg
8126,white-yellow,5476,55,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000055.frame005476.jpg
8127,white-yellow,5477,55,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000055.frame005477.jpg
8128,white-yellow,5484,55,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000055.frame005484.jpg
8129,white-yellow,5486,55,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000055.frame005486.jpg
8130,white-yellow,5487,55,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000055.frame005487.jpg
8131,white-yellow,5488,55,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000055.frame005488.jpg
8132,white-yellow,5490,55,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000055.frame005490.jpg
8133,white-yellow,5495,55,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000055.frame005495.jpg
8134,white-yellow,5497,55,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000055.frame005497.jpg
8135,white-yellow,5499,55,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000055.frame005499.jpg
8136,white-yellow,5503,55,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000055.frame005503.jpg
8137,white-yellow,5510,55,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000055.frame005510.jpg
8138,white-yellow,5519,55,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000055.frame005519.jpg
8139,white-yellow,5522,55,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000055.frame005522.jpg
8140,white-yellow,5530,55,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000055.frame005530.jpg
8141,white-yellow,5531,55,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000055.frame005531.jpg
8142,white-yellow,5553,55,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000055.frame005553.jpg
8143,white-yellow,5611,58,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000058.frame005611.jpg
8144,white-yellow,5612,58,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000058.frame005612.jpg
8145,white-yellow,5613,58,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000058.frame005613.jpg
8146,white-yellow,5614,58,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000058.frame005614.jpg
8147,white-yellow,5616,58,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000058.frame005616.jpg
8148,white-yellow,5617,58,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000058.frame005617.jpg
8149,white-yellow,5618,58,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000058.frame005618.jpg
8150,white-yellow,5619,58,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000058.frame005619.jpg
8151,white-yellow,5620,58,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000058.frame005620.jpg
8152,white-yellow,5667,58,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000058.frame005667.jpg
8153,white-yellow,5668,58,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000058.frame005668.jpg
8154,white-yellow,5670,58,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000058.frame005670.jpg
8155,white-yellow,5671,58,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000058.frame005671.jpg
8156,white-yellow,5673,58,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000058.frame005673.jpg
8157,white-yellow,5704,58,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000058.frame005704.jpg
8158,white-yellow,5718,58,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000058.frame005718.jpg
8159,white-yellow,5720,58,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000058.frame005720.jpg
8160,white-yellow,5727,58,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000058.frame005727.jpg
8161,white-yellow,5730,58,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000058.frame005730.jpg
8162,white-yellow,5734,58,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000058.frame005734.jpg
8163,white-yellow,5840,64,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000064.frame005840.jpg
8164,white-yellow,5852,64,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000064.frame005852.jpg
8165,white-yellow,5858,64,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000064.frame005858.jpg
8166,white-yellow,5860,64,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000064.frame005860.jpg
8167,white-yellow,5861,64,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000064.frame005861.jpg
8168,white-yellow,5926,64,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000064.frame005926.jpg
8169,white-yellow,5932,64,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000064.frame005932.jpg
8170,white-yellow,5933,64,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000064.frame005933.jpg
8171,white-yellow,5944,64,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000064.frame005944.jpg
8172,white-yellow,5947,64,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000064.frame005947.jpg
8173,white-yellow,5949,64,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000064.frame005949.jpg
8174,white-yellow,5953,64,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000064.frame005953.jpg
8175,white-yellow,5954,64,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000064.frame005954.jpg
8176,white-yellow,5974,64,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000064.frame005974.jpg
8177,white-yellow,6027,64,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000064.frame006027.jpg
8178,white-yellow,6030,64,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000064.frame006030.jpg
8179,white-yellow,6033,64,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000064.frame006033.jpg
8180,white-yellow,6034,64,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000064.frame006034.jpg
8181,white-yellow,6035,64,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000064.frame006035.jpg
8182,white-yellow,6040,64,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000064.frame006040.jpg
8183,white-yellow,6045,64,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000064.frame006045.jpg
8184,white-yellow,6046,64,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000064.frame006046.jpg
8185,white-yellow,6051,64,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000064.frame006051.jpg
8186,white-yellow,6055,64,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000064.frame006055.jpg
8187,orange-yellow,6552,72,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000072.frame006552.jpg
8188,orange-yellow,6554,72,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000072.frame006554.jpg
8189,orange-yellow,6555,72,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000072.frame006555.jpg
8190,orange-yellow,6556,72,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000072.frame006556.jpg
8191,orange-yellow,6563,72,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000072.frame006563.jpg
8192,orange-yellow,6569,72,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000072.frame006569.jpg
8193,orange-yellow,6570,72,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000072.frame006570.jpg
8194,orange-yellow,6572,72,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000072.frame006572.jpg
8195,orange-yellow,6576,72,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000072.frame006576.jpg
8196,orange-yellow,6577,72,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000072.frame006577.jpg
8197,orange-yellow,6578,72,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000072.frame006578.jpg
8198,orange-yellow,6580,72,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000072.frame006580.jpg
8199,orange-yellow,6581,72,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000072.frame006581.jpg
8200,orange-yellow,6599,72,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000072.frame006599.jpg
8201,orange-yellow,6610,72,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000072.frame006610.jpg
8202,orange-yellow,6615,72,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000072.frame006615.jpg
8203,orange-yellow,6628,72,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000072.frame006628.jpg
8204,orange-yellow,6631,72,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000072.frame006631.jpg
8205,orange-yellow,6632,72,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000072.frame006632.jpg
8206,orange-yellow,6634,72,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000072.frame006634.jpg
8207,orange-yellow,6638,72,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000072.frame006638.jpg
8208,orange-yellow,6640,72,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000072.frame006640.jpg
8209,orange-yellow,6646,72,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000072.frame006646.jpg
8210,orange-yellow,6649,72,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000072.frame006649.jpg
8211,orange-yellow,6650,72,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000072.frame006650.jpg
8212,orange-yellow,6738,74,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000074.frame006738.jpg
8213,orange-yellow,6741,74,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000074.frame006741.jpg
8214,orange-yellow,6745,74,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000074.frame006745.jpg
8215,orange-yellow,6747,74,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000074.frame006747.jpg
8216,orange-yellow,6750,74,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000074.frame006750.jpg
8217,orange-yellow,6751,74,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000074.frame006751.jpg
8218,orange-yellow,6752,74,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000074.frame006752.jpg
8219,orange-yellow,6919,74,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000074.frame006919.jpg
8220,orange-yellow,6921,74,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000074.frame006921.jpg
8221,orange-yellow,6922,74,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000074.frame006922.jpg
8222,orange-yellow,6923,74,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000074.frame006923.jpg
8223,orange-yellow,6924,74,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000074.frame006924.jpg
8224,orange-yellow,6932,74,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000074.frame006932.jpg
8225,orange-yellow,6933,74,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000074.frame006933.jpg
8226,orange-yellow,6937,74,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000074.frame006937.jpg
8227,orange-yellow,6939,74,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000074.frame006939.jpg
8228,orange-yellow,6940,74,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000074.frame006940.jpg
8229,orange-yellow,6994,74,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000074.frame006994.jpg
8230,orange-yellow,7001,74,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000074.frame007001.jpg
8231,orange-yellow,7003,74,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000074.frame007003.jpg
8232,orange-yellow,7021,74,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000074.frame007021.jpg
8233,orange-yellow,7022,74,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000074.frame007022.jpg
8234,orange-yellow,7050,74,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000074.frame007050.jpg
8235,orange-yellow,7069,74,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000074.frame007069.jpg
8236,lillac-yellow,7477,85,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000085.frame007477.jpg
8237,lillac-yellow,7479,85,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000085.frame007479.jpg
8238,lillac-yellow,7490,85,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000085.frame007490.jpg
8239,lillac-yellow,7526,85,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000085.frame007526.jpg
8240,lillac-yellow,7535,85,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000085.frame007535.jpg
8241,lillac-yellow,7541,85,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000085.frame007541.jpg
8242,lillac-yellow,7545,85,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000085.frame007545.jpg
8243,lillac-yellow,7555,85,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000085.frame007555.jpg
8244,lillac-yellow,7562,85,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000085.frame007562.jpg
8245,lillac-yellow,7570,85,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000085.frame007570.jpg
8246,lillac-yellow,7571,85,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000085.frame007571.jpg
8247,lillac-yellow,7573,85,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000085.frame007573.jpg
8248,lillac-yellow,7583,85,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000085.frame007583.jpg
8249,lillac-yellow,7585,85,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000085.frame007585.jpg
8250,lillac-yellow,7589,85,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000085.frame007589.jpg
8251,lillac-yellow,7593,85,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000085.frame007593.jpg
8252,lillac-yellow,7607,85,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000085.frame007607.jpg
8253,lillac-yellow,7610,85,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000085.frame007610.jpg
8254,lillac-yellow,7652,85,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000085.frame007652.jpg
8255,lillac-yellow,7655,85,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000085.frame007655.jpg
8256,lillac-yellow,7656,85,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000085.frame007656.jpg
8257,lillac-yellow,7658,85,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000085.frame007658.jpg
8258,lillac-yellow,7673,85,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000085.frame007673.jpg
8259,lillac-yellow,7674,85,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000085.frame007674.jpg
8260,lillac-yellow,7695,85,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000085.frame007695.jpg
8261,lillac-yellow,7751,86,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000086.frame007751.jpg
8262,lillac-yellow,7819,86,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000086.frame007819.jpg
8263,lillac-yellow,7821,86,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000086.frame007821.jpg
8264,lillac-yellow,7822,86,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000086.frame007822.jpg
8265,lillac-yellow,7825,86,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000086.frame007825.jpg
8266,lillac-yellow,7828,86,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000086.frame007828.jpg
8267,lillac-yellow,7829,86,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000086.frame007829.jpg
8268,lillac-yellow,7886,87,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000087.frame007886.jpg
8269,lillac-yellow,7888,87,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000087.frame007888.jpg
8270,lillac-yellow,7890,87,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000087.frame007890.jpg
8271,lillac-yellow,7891,87,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000087.frame007891.jpg
8272,red-yellow,8315,90,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000090.frame008315.jpg
8273,red-yellow,8318,90,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000090.frame008318.jpg
8274,red-yellow,8319,90,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000090.frame008319.jpg
8275,red-yellow,8329,90,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000090.frame008329.jpg
8276,red-yellow,8337,90,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000090.frame008337.jpg
8277,red-yellow,8342,90,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000090.frame008342.jpg
8278,red-yellow,8343,90,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000090.frame008343.jpg
8279,red-yellow,8353,90,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000090.frame008353.jpg
8280,red-yellow,8381,90,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000090.frame008381.jpg
8281,red-yellow,8414,90,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000090.frame008414.jpg
8282,red-yellow,8426,90,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000090.frame008426.jpg
8283,red-yellow,8458,90,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000090.frame008458.jpg
8284,red-yellow,8467,90,2,1,outside,65-96,./images/young-adults-white-blue-outside-65-96_batch_2_pass_1.mp4.mp4.track000090.frame008467.jpg
